255, 0, 0, 128
0, 255, 0, 128
255, 255, 128, 128
255, 255, 0, 128
130, 130, 160, 128
128, 64, 0, 128
31, 195, 219, 128
255, 168, 88, 128
128, 0, 128, 128
0, 128, 0, 128
64, 0, 0, 128
128, 128, 0, 128
192, 192, 0, 128
10, 10, 10, 128
120, 255, 0, 128
255, 125, 0, 128
64, 224, 208, 128
31, 195, 219, 128
